item_id,regions,genres,languages,directors,year,mins,movie_douban_score,movie_douban_votes,type
279989,31,5,20,1,25,79,1,2,2
279990,12,1865,524,13107,32,0,5,2,2
279991,1459,187,1,3498,24,10,10,6,2
279992,3,273,298,13108,9,0,6,6,2
279993,3,219,2,13109,32,70,0,0,2
279994,5,478,1,1,23,89,12,4,2
279995,3,1866,2,13110,23,0,6,7,2
279996,5,299,1,13111,42,85,1,4,2
279997,3,913,2,11006,25,119,10,4,2
279998,284,226,55,1,74,10,3,3,2
279999,5,32,1,8504,27,121,3,2,2
280000,112,733,1,6187,25,93,3,2,2
280001,5,743,1,1,32,0,3,2,2
280002,5,260,1,7989,9,86,12,4,2
280003,521,23,1,10795,23,91,1,6,2
280004,1460,245,1,1,41,0,10,5,2
280005,12,0,8,13112,28,0,3,5,2
280006,3,16,2,11283,25,0,5,5,2
280007,5,663,1,13113,9,85,11,4,2
280008,12,39,8,13114,28,0,3,9,2
280009,1,177,5,1,104,0,3,2,2
280010,11,115,1382,1,25,103,13,5,2
280011,1,4,5,906,95,0,3,5,2
280012,5,1307,1,1,11,0,6,1,2
280013,5,572,1,1,11,0,10,4,2
280014,1461,30,300,13115,80,108,0,0,2
280015,5,1867,1,13116,11,0,6,4,2
280016,582,273,48,10582,53,143,3,1,2
280017,1,254,1,13117,9,83,3,7,2
280018,110,301,1,1868,2,143,5,8,2
280019,5,578,1,1,52,0,10,1,2
280020,9,21,4,10859,38,94,1,2,2
280021,5,5,1383,1,11,0,14,1,2
280022,12,53,8,4834,25,0,3,4,2
280023,1,174,1,13118,26,0,14,1,2
280024,162,71,1384,5765,23,88,5,7,2
280025,112,249,48,6993,42,107,3,8,2
280026,5,32,1,1,23,101,14,4,2
280027,8,0,0,13119,9,0,0,0,2
280028,8,579,39,13120,53,0,0,0,2
280029,3,14,2,13121,12,20,1,1,2
280030,6,39,4,5699,24,0,12,4,2
280031,3,792,2,13122,23,0,6,6,2
280032,796,933,55,1,42,99,11,5,2
280033,3,0,2,9003,46,62,12,1,2
280034,9,381,4,13123,27,0,10,1,2
280035,1,9,93,1,25,0,6,2,2
280036,3,227,2,1,67,29,3,1,2
280037,5,569,1,9634,6,109,5,9,2
280038,3,161,2,9783,21,65,3,4,2
280039,5,511,1,13124,6,93,14,8,2
280040,9,21,795,5441,23,101,3,8,2
280041,3,21,2,13125,42,0,10,7,2
280042,7,1512,3,13126,61,90,5,3,2
280043,3,130,2,7582,23,138,10,7,2
280044,79,387,2,13127,42,109,11,6,2
280045,9,71,4,6385,9,93,1,9,2
280046,9,73,4,2836,24,0,10,6,2
280047,3,240,2,7977,23,0,3,5,2
280048,9,73,4,13073,34,0,14,4,2
280049,31,5,20,10932,42,91,14,5,2
280050,61,39,4,13128,42,0,1,5,2
280051,994,349,1,3380,12,144,10,10,2
280052,1,39,1,4135,7,129,1,6,2
280053,1275,715,59,5904,42,110,1,9,2
280054,6,128,4,8491,19,0,3,7,2
280055,5,5,1,1,9,90,1,4,2
280056,31,1781,20,13129,49,105,1,1,2
280057,3,271,2,5677,43,102,14,5,2
280058,3,39,2,12936,55,72,1,1,2
280059,36,87,55,9260,23,89,14,5,2
280060,1462,21,1385,1,42,106,3,4,2
280061,5,127,1386,9457,42,87,3,9,2
280062,1463,22,1387,12332,7,114,1,6,2
280063,162,349,39,11909,9,110,13,7,2
280064,87,1868,426,13130,53,110,10,1,2
280065,1,9,1,1,23,0,10,5,2
280066,1,296,1,1,28,106,5,3,2
280067,50,39,20,10637,9,104,5,4,2
280068,9,227,4,12290,19,0,10,9,2
280069,9,131,4,13131,62,0,14,9,2
280070,3,1869,2,13132,22,0,4,4,2
280071,3,126,2,9041,80,11,14,5,2
280072,6,439,4,13133,11,0,1,5,2
280073,8,71,823,13134,35,93,11,5,2
280074,9,39,4,13135,23,0,3,6,2
280075,9,21,4,12317,32,0,6,4,2
280076,1464,195,3,13136,96,92,1,1,2
280077,5,565,1,13137,87,117,14,2,2
280078,9,619,4,9387,32,0,11,6,2
280079,12,21,8,1,32,0,0,0,2
280080,218,9,14,4629,26,60,14,1,2
280081,47,481,4,13138,67,93,11,5,2
280082,3,5,2,2586,42,129,14,4,2
280083,5,290,1,1,23,185,14,6,2
280084,3,21,2,13139,32,0,14,2,2
280085,9,1682,4,13140,42,93,11,4,2
280086,9,345,4,12547,25,0,14,7,2
280087,9,3,39,13141,23,11,14,6,2
280088,9,571,4,10555,89,91,14,2,2
280089,3,1870,179,13142,53,0,6,5,2
280090,31,1871,20,1,23,85,3,9,2
280091,9,632,4,13143,25,0,5,4,2
280092,1465,1872,618,11460,96,90,3,1,2
280093,3,32,2,13144,3,106,14,1,2
280094,5,656,1,8872,9,140,14,7,2
280095,31,135,20,1,42,110,5,5,2
280096,112,1,1,1,59,89,0,0,2
280097,3,995,2,13145,43,0,4,5,2
280098,12,1,8,13146,42,121,1,4,2
280099,8,21,39,7022,26,92,3,5,2
280100,3,1323,2,11251,51,85,5,1,2
280101,5,9,1,1,88,0,0,0,2
280102,8,81,167,8982,42,117,1,9,2
280103,1,9,1,1,19,43,10,1,2
280104,3,16,2,13147,42,0,14,4,2
280105,3,21,2,13148,42,0,14,6,2
280106,8,39,59,8721,26,0,6,9,2
280107,3,39,2,5164,50,103,3,1,2
280108,5,710,1,8626,7,114,11,7,2
280109,3,21,2,13149,23,90,1,9,2
280110,61,1873,1004,12107,42,0,5,4,2
280111,3,21,2,51,42,131,14,9,2
280112,162,73,42,6408,42,110,1,8,2
280113,31,117,20,13150,16,300,0,0,2
280114,9,21,4,2875,21,0,6,6,2
280115,3,1,2,13151,27,93,1,5,2
280116,3,184,2,12406,32,0,3,6,2
280117,9,0,4,13152,26,0,3,1,2
280118,6,39,4,13153,23,0,3,9,2
280119,8,1874,39,11027,53,82,11,2,2
280120,12,39,8,11259,24,0,1,6,2
280121,3,367,2,13154,23,60,14,6,2
280122,284,437,55,566,61,135,14,1,2
280123,5,18,1,1,24,48,10,5,2
280124,6,135,4,9584,37,0,5,9,2
280125,3,212,2,5829,32,108,14,7,2
280126,3,21,2,11525,36,99,3,1,2
280127,110,39,1,6167,42,93,14,6,2
280128,8,23,39,2995,62,90,1,5,2
280129,5,1875,1,5842,7,118,12,9,2
280130,8,114,39,12509,48,0,3,7,2
280131,8,832,39,3950,49,0,10,6,2
280132,9,21,4,11520,41,0,10,6,2
280133,8,21,39,12509,62,0,3,9,2
280134,9,32,4,10289,48,0,14,6,2
280135,9,876,4,13155,49,0,10,2,2
280136,8,285,39,6774,32,0,14,4,2
280137,9,16,4,13156,37,0,1,9,2
280138,322,308,19,1,96,86,11,1,2
280139,8,39,59,664,24,0,3,4,2
280140,8,74,39,13157,26,0,10,9,2
280141,3,558,2,13158,24,0,6,2,2
280142,5,155,1,1,74,0,4,5,2
280143,128,410,20,13159,89,82,3,5,2
280144,9,210,4,6367,23,0,4,8,2
280145,3,273,1388,13160,14,134,14,2,2
280146,9,21,4,8589,25,0,6,9,2
280147,9,168,4,13161,82,100,11,1,2
280148,3,1610,2,11577,3,81,3,2,2
280149,5,2,157,1,42,114,5,6,2
280150,5,128,1,11410,9,102,14,8,2
280151,3,124,2,4734,26,117,14,1,2
280152,3,131,179,10244,48,0,10,4,2
280153,31,21,20,13162,37,88,0,0,2
280154,9,53,4,7746,34,0,3,9,2
280155,9,248,4,13163,58,89,0,0,2
280156,9,619,4,11367,48,0,10,7,2
280157,36,0,55,1,9,0,6,2,2
280158,3,438,2,13164,32,0,5,6,2
280159,3,21,2,2400,42,121,3,9,2
280160,10,565,670,1,62,153,14,1,2
280161,8,21,39,13165,41,0,10,9,2
280162,3,1876,2,13166,19,0,14,5,2
280163,9,39,4,4867,26,0,3,4,2
280164,9,0,4,8922,62,0,5,2,2
280165,3,74,2,13167,25,0,10,6,2
280166,8,71,42,13168,3,87,1,1,2
280167,6,756,6,10661,25,0,10,2,2
280168,8,484,39,6266,28,0,10,9,2
280169,76,1297,4,3603,67,0,3,7,2
280170,9,501,4,13169,72,0,3,4,2
280171,9,98,4,3770,48,0,10,4,2
280172,3,212,2,3761,34,99,3,7,2
280173,5,9,1,1,32,52,6,1,2
280174,9,330,4,13170,34,0,3,5,2
280175,8,1877,39,11515,39,0,3,9,2
280176,8,5,39,5399,62,0,4,9,2
280177,9,131,4,10446,32,0,6,8,2
280178,3,1878,2,11657,35,0,3,2,2
280179,31,21,1389,5620,23,151,3,6,2
280180,3,21,2,13171,25,0,6,9,2
280181,587,21,304,13172,23,84,14,4,2
280182,9,351,4,3950,41,0,14,6,2
280183,9,21,4,8274,23,0,5,6,2
280184,1465,560,92,13173,96,125,5,3,2
280185,9,16,4,13174,80,15,5,2,2
280186,9,1879,4,13175,19,0,14,7,2
280187,1235,0,1090,4804,39,0,14,2,2
280188,9,39,452,9566,9,103,5,9,2
280189,43,3,5,13176,80,0,3,1,2
280190,3,16,2,13177,38,0,10,6,2
280191,5,285,1,13178,11,0,4,6,2
280192,3,26,2,13179,23,0,11,5,2
280193,5,128,910,13180,44,99,3,1,2
280194,5,114,1,11250,19,0,4,4,2
280195,5,90,1,13181,24,0,4,6,2
280196,9,21,1041,8531,25,0,4,8,2
280197,3,9,2,13182,42,0,14,3,2
280198,12,2,8,1602,23,0,10,9,2
280199,5,23,1,1,48,0,6,9,2
280200,5,23,1,1,19,0,6,9,2
280201,5,535,1,1,23,0,3,4,2
280202,1,90,1,1,23,0,6,6,2
280203,9,1387,4,13183,26,0,10,9,2
280204,558,21,464,13184,78,85,5,1,2
280205,3,0,2,13185,23,0,3,3,2
280206,3,23,2,13186,28,0,10,4,2
280207,6,53,4,12582,48,0,5,6,2
280208,9,39,4,6234,24,0,3,5,2
280209,9,1678,4,12866,43,0,14,2,2
280210,110,1880,1,8459,23,0,6,9,2
280211,5,1881,1,1,42,90,10,4,2
280212,3,21,2,13187,42,0,14,4,2
280213,9,758,4,7034,24,0,10,6,2
280214,6,39,4,5162,24,0,5,6,2
280215,5,96,910,1,28,0,6,4,2
280216,3,131,2,13188,19,0,3,6,2
280217,9,199,4,2319,48,0,3,6,2
280218,3,1626,2,10611,37,0,3,5,2
280219,222,21,28,13189,86,85,14,1,2
280220,9,114,4,11268,11,0,10,9,2
280221,5,1576,1,13190,11,0,4,6,2
280222,6,128,4,13191,25,0,1,9,2
280223,110,23,1390,6927,42,104,14,7,2
280224,9,148,4,13192,35,0,3,7,2
280225,9,251,4,7478,62,0,6,7,2
280226,3,114,1374,13193,23,0,5,2,2
280227,9,377,4,9587,22,0,3,4,2
280228,22,65,14,1,11,0,5,2,2
280229,5,18,1,1,23,21,3,1,2
280230,9,462,4,9965,37,0,14,4,2
280231,5,5,1,9932,48,0,4,2,2
280232,9,622,4,4497,25,0,6,6,2
280233,9,251,4,13194,25,0,11,6,2
280234,8,758,39,9512,43,0,14,4,2
280235,6,39,4,9002,19,0,3,4,2
280236,5,5,1,1,42,86,11,4,2
280237,1235,16,1041,936,28,0,10,6,2
280238,31,4,5,1,70,1,5,1,2
280239,9,135,4,13195,35,0,14,9,2
280240,112,21,1,7302,23,0,6,6,2
280241,31,0,1247,1,24,0,6,1,2
280242,42,16,1,1,39,0,10,6,2
280243,8,30,39,5399,24,0,6,9,2
280244,3,17,122,1,74,82,4,5,2
280245,5,23,1,7428,11,0,6,9,2
280246,8,12,59,13196,62,36,3,6,2
280247,5,443,1391,6195,21,100,5,8,2
280248,1466,21,1,10871,9,169,5,4,2
280249,1,9,1,1,62,0,10,2,2
280250,9,16,4,13197,26,0,3,7,2
280251,8,53,39,5665,25,0,5,6,2
280252,5,23,1,1,53,89,1,1,2
280253,9,21,4,2278,39,0,10,5,2
280254,5,245,1,1,35,0,4,7,2
280255,9,5,4,13198,37,0,6,9,2
280256,9,350,4,13199,51,74,5,5,2
280257,1224,172,910,1,38,0,6,4,2
280258,9,21,4,13200,105,56,14,4,2
280259,5,649,1,4280,42,0,10,9,2
280260,1467,9,86,13201,34,80,3,2,2
280261,8,165,39,11134,69,0,14,4,2
280262,9,21,4,5082,25,101,14,4,2
280263,3,0,2,13202,50,108,5,3,2
280264,9,5,4,6544,23,0,10,9,2
280265,5,1252,1,1,97,7,4,5,2
280266,284,5,55,13203,80,74,3,1,2
280267,1,3,5,12926,66,0,12,1,2
280268,431,488,188,3474,42,114,14,9,2
280269,5,0,1207,1,114,0,0,0,2
280270,112,462,1,1,42,94,14,4,2
280271,9,351,4,1571,25,94,14,6,2
280272,9,351,1004,1571,23,85,14,6,2
280273,9,351,4,1571,25,94,14,6,2
280274,42,9,1,13204,11,103,6,5,2
280275,5,1568,188,8354,42,85,14,7,2
280276,3,21,2,3322,23,0,3,7,2
280277,9,351,4,9341,23,98,3,9,2
280278,1235,1882,4,1571,23,95,14,6,2
280279,8,173,42,13205,55,0,0,0,2
280280,1238,1527,4,13206,42,103,1,10,2
280281,9,9,4,13207,48,91,3,4,2
280282,7,195,3,12978,59,96,1,2,2
280283,25,39,4,13208,62,0,3,4,2
280284,9,218,4,10377,67,0,5,5,2
280285,8,758,39,12132,28,0,14,6,2
280286,5,931,1,13209,28,38,4,4,2
280287,8,23,1346,10459,28,0,3,4,2
280288,110,625,1,9747,5,104,11,9,2
280289,1468,1,1,13210,14,98,5,1,2
280290,5,692,1,8112,2,128,3,9,2
280291,5,294,1,4385,9,122,3,6,2
280292,9,23,1041,11343,23,0,14,8,2
280293,284,18,5,13211,65,0,3,5,2
280294,1,343,1,1,74,97,0,0,2
280295,7,1296,3,1,59,98,1,1,2
280296,3,21,2,5123,9,139,14,5,2
280297,9,135,4,9589,32,0,3,4,2
280298,7,87,3,12978,67,97,1,1,2
280299,7,308,3,13212,55,95,14,2,2
280300,112,1429,48,7859,9,105,14,7,2
280301,110,403,1392,5261,2,114,10,10,2
280302,1,52,1,1,34,26,4,3,2
280303,542,1446,22,9300,23,101,3,10,2
280304,9,1105,4,13213,23,0,3,9,2
280305,5,135,1,1,24,0,6,4,2
280306,5,913,1,13214,1,0,3,6,2
280307,3,2,2,2290,42,117,14,5,2
280308,8,39,39,8837,23,0,3,9,2
280309,526,514,1393,5091,42,93,10,8,2
280310,1,70,1,3014,14,52,4,6,2
280311,9,3,1090,13215,72,17,3,6,2
280312,22,21,14,4288,42,151,14,2,2
280313,5,195,1,13216,42,0,12,4,2
280314,47,1883,42,6284,42,118,11,9,2
280315,8,146,39,4921,39,120,1,6,2
280316,6,39,1090,3047,32,0,1,9,2
280317,5,1884,619,4931,42,137,5,9,2
280318,5,1885,1,1,31,73,0,0,2
280319,1,21,1,13217,23,90,10,7,2
280320,5,855,486,13218,77,87,5,1,2
280321,1469,301,1,7336,21,93,16,6,2
280322,107,428,1036,8195,23,86,10,8,2
280323,1470,9,8,10792,11,149,10,1,2
280324,8,5,39,13219,3,82,14,4,2
280325,8,139,39,11313,37,94,5,6,2
280326,40,21,1,1,26,93,5,1,2
280327,9,77,4,13220,48,102,5,5,2
280328,9,242,4,3586,42,98,5,7,2
280329,5,226,1,13116,11,0,6,4,2
280330,1,706,1149,13221,80,39,4,9,2
280331,5,226,1,1,11,0,6,6,2
280332,31,168,20,2287,9,105,5,7,2
280333,1,12,5,1,127,0,5,2,2
280334,1,1613,5,13222,95,0,1,5,2
280335,5,1177,1,11657,11,0,10,4,2
280336,5,1557,54,13223,42,103,12,6,2
280337,5,290,1,1,11,0,0,0,2
280338,1471,245,1383,1,39,0,3,2,2
280339,8,21,39,12966,43,0,6,6,2
280340,5,1307,1,11712,34,0,10,2,2
280341,31,21,20,1,39,0,0,0,2
280342,217,21,1394,13224,23,78,3,4,2
280343,42,108,1,1,35,89,0,0,2
280344,3,325,2,2602,23,63,10,10,2
280345,5,9,29,1,25,84,10,1,2
280346,3,16,2,13225,23,96,5,5,2
280347,3,312,2,13226,25,0,6,7,2
280348,1,174,1,13118,26,0,14,3,2
280349,1,174,1,13118,27,0,3,1,2
280350,1,174,1,13118,26,0,14,1,2
280351,3,20,2,1,11,0,4,2,2
280352,5,1834,1,4408,11,10,6,4,2
280353,159,53,104,13227,23,102,1,9,2
280354,3,16,1395,13228,37,0,6,5,2
280355,31,9,54,13229,23,89,14,6,2
280356,3,21,2,2600,23,110,3,6,2
280357,3,21,2,4431,23,130,3,6,2
280358,3,16,2,13230,32,0,14,5,2
280359,3,16,2,13231,67,0,6,9,2
280360,110,150,1,13232,43,113,6,4,2
280361,3,128,2,2986,23,115,3,6,2
280362,3,21,2,8609,23,94,3,4,2
280363,9,5,4,11222,43,0,3,2,2
280364,8,470,39,11139,24,0,3,6,2
280365,5,1,1,1,43,94,5,1,2
280366,42,74,1,1,14,80,0,0,2
280367,47,81,59,9768,52,91,1,2,2
280368,1472,273,29,13233,43,360,6,5,2
280369,5,206,1,13234,69,108,5,5,2
280370,5,254,1,12075,41,82,11,2,2
280371,5,22,1,12145,28,0,3,5,2
280372,8,53,39,1917,23,101,5,7,2
280373,213,1748,1,1,42,0,3,2,2
280374,3,291,122,13235,39,0,1,1,2
280375,3,222,2,2004,23,110,12,5,2
280376,11,206,145,1931,25,114,5,9,2
280377,31,5,29,1,23,95,1,1,2
280378,5,514,34,5693,42,90,14,9,2
280379,783,1885,14,13236,51,97,14,1,2
280380,31,254,20,13237,27,99,10,5,2
280381,5,301,735,13238,42,93,5,7,2
280382,9,1097,4,1571,23,96,14,6,2
280383,5,1554,1,1,42,88,3,4,2
280384,3,32,2,13239,23,0,10,6,2
280385,12,23,8,5249,25,120,5,8,2
280386,3,1282,2,13240,23,0,14,6,2
280387,5,12,1,11260,124,17,3,1,2
280388,9,0,1041,13241,88,107,14,5,2
280389,112,39,1,8622,23,92,14,6,2
280390,5,623,1396,7528,23,0,6,6,2
280391,110,39,1,1371,42,119,3,8,2
280392,1,299,1,1,78,97,0,0,2
280393,3,271,2,6494,23,109,5,6,2
280394,5,90,1,13242,38,90,5,2,2
280395,3,1886,1397,13243,25,0,10,6,2
280396,5,135,1,10863,48,0,6,4,2
280397,5,329,1,6595,23,122,5,6,2
280398,8,73,39,13244,31,92,1,2,2
280399,9,273,4,13245,43,85,1,5,2
280400,1473,39,1398,6685,42,133,14,9,2
280401,3,16,2,13246,23,85,10,6,2
280402,3,377,2,1,48,15,6,1,2
280403,5,16,1,1,49,0,3,6,2
280404,5,1444,34,13247,42,115,5,4,2
280405,1,39,1,4784,42,0,3,9,2
280406,5,262,1,13248,83,16,1,5,2
280407,6,0,4,13249,23,0,14,5,2
280408,9,1887,4,13250,24,0,10,4,2
280409,284,429,1399,1,91,95,5,2,2
280410,31,338,20,13251,25,103,5,2,2
280411,5,1888,1,13065,18,89,3,5,2
280412,3,21,2,2716,32,0,10,5,2
280413,3,21,2,657,11,0,10,6,2
280414,1474,21,1109,7640,25,0,3,2,2
280415,5,35,1,1,19,68,6,2,2
280416,5,1672,1,13065,82,83,14,2,2
280417,5,192,1,1,23,90,10,4,2
280418,3,21,2,13252,23,0,6,6,2
280419,5,1,1,6237,23,93,1,9,2
280420,9,32,4,13253,19,0,10,9,2
280421,3,32,2,5899,23,104,5,6,2
280422,3,21,2,13254,32,0,10,5,2
280423,1475,21,2,899,42,120,3,9,2
280424,22,1889,14,13065,86,156,3,2,2
280425,3,219,2,11137,11,112,3,4,2
280426,3,21,2,13255,25,0,10,7,2
280427,5,9,122,1,43,55,3,1,2
280428,9,183,4,13256,38,18,10,6,2
280429,1,90,54,13257,43,0,4,6,2
280430,3,21,2,13258,25,0,3,4,2
280431,9,21,4,12478,36,108,5,2,2
280432,3,1890,2,13259,46,0,6,4,2
280433,47,21,4,13260,35,90,3,2,2
280434,5,21,48,3841,42,124,3,9,2
280435,139,1609,1400,13261,42,118,5,6,2
280436,9,199,4,6464,19,165,10,5,2
280437,12,23,8,13262,32,0,3,7,2
280438,3,21,2,13263,32,0,10,2,2
280439,5,841,1,8407,7,87,11,9,2
280440,3,5,2,1022,23,103,14,5,2
280441,1395,20,910,1,32,0,14,1,2
280442,5,1891,1,13264,9,94,5,9,2
280443,362,273,48,8556,42,121,5,7,2
280444,1476,21,704,1,25,111,0,0,2
280445,1477,46,1,6617,42,105,11,6,2
280446,31,4,20,1,18,44,0,0,2
280447,5,511,1,13265,7,90,14,8,2
280448,1478,1892,122,4393,42,121,5,6,2
280449,3,70,2,8796,23,93,10,6,2
280450,8,640,167,13266,23,90,10,8,2
280451,36,98,1401,13267,23,159,10,9,2
280452,5,1893,1,1,21,97,1,6,2
280453,3,21,2,13268,23,0,5,4,2
280454,5,51,1,1,19,0,10,9,2
280455,1,21,910,1,23,93,11,4,2
280456,9,21,318,4346,25,100,5,9,2
280457,3,155,2,10519,38,0,10,6,2
280458,3,1894,2,13269,37,0,10,7,2
280459,12,82,8,6233,23,114,14,5,2
280460,3,0,2,10671,25,0,5,2,2
280461,3,470,2,13270,23,0,6,8,2
280462,1103,1895,1402,13271,19,109,0,0,2
280463,1,114,1,13272,60,98,14,1,2
280464,3,21,2,13273,23,0,3,4,2
280465,147,9,1,1,25,90,3,6,2
280466,3,53,2,11031,19,97,3,2,2
280467,1,1896,5,1,11,0,3,4,2
280468,1,1118,1,1,60,87,6,1,2
280469,3,265,2,13225,32,0,14,9,2
280470,1,1897,1,1,23,91,14,4,2
280471,11,195,45,13274,25,108,5,9,2
280472,5,767,1,1,25,0,10,2,2
280473,9,24,1403,13275,32,118,1,6,2
280474,3,73,2,13276,80,113,14,2,2
280475,9,21,4,13277,3,97,1,5,2
280476,3,179,2,13278,19,0,14,1,2
280477,6,21,4,13279,3,93,14,3,2
280478,3,16,2,13280,25,0,10,6,2
280479,3,16,2,13281,62,0,14,5,2
280480,6,1731,1041,10579,22,93,3,2,2
280481,5,9,1,13282,19,0,6,3,2
280482,3,1464,194,739,25,0,5,6,2
280483,31,21,20,13283,25,90,10,6,2
280484,9,39,4,4346,23,90,3,6,2
280485,1194,39,1,1,23,92,14,9,2
280486,147,1898,1404,7237,42,165,14,7,2
280487,5,39,1,3079,21,140,14,8,2
280488,218,70,188,1,41,0,3,1,2
280489,8,139,39,13284,74,93,1,6,2
280490,9,21,4,13285,3,84,10,5,2
280491,994,1800,1,1269,7,107,14,8,2
280492,1479,428,20,1,42,120,14,5,2
280493,1480,21,1405,4096,23,122,10,6,2
280494,5,65,486,3868,42,141,10,8,2
280495,11,23,45,8258,25,118,3,9,2
280496,5,18,1,1,27,36,10,5,2
280497,431,1509,1,754,7,127,14,8,2
280498,1481,39,20,11155,23,105,5,4,2
280499,31,126,20,1798,87,20,14,2,2
280500,12,135,8,13286,48,0,3,9,2
280501,5,5,1,13287,42,98,11,4,2
280502,3,1282,1406,13288,39,0,6,6,2
280503,8,32,39,2547,48,97,11,6,2
280504,5,21,1,1,49,0,14,2,2
280505,5,9,0,1,24,0,3,1,2
280506,110,1899,1,118,48,100,1,9,2
280507,32,73,84,13289,25,92,14,2,2
280508,1482,21,114,1,25,110,5,5,2
280509,8,1900,39,10633,26,86,11,2,2
280510,12,30,8,3074,25,108,5,2,2
280511,5,110,1,11442,23,85,11,9,2
280512,3,265,2,8082,39,84,3,4,2
280513,5,73,1,1,9,93,1,6,2
280514,972,21,1407,9232,23,141,14,5,2
280515,38,41,19,1,32,0,14,2,2
280516,5,20,1,1,24,0,10,5,2
280517,9,21,4,1139,25,95,14,2,2
280518,6,39,4,13290,24,0,11,6,2
280519,3,5,2,13291,37,70,0,0,2
280520,6,53,1041,9002,24,0,3,6,2
280521,8,23,39,6151,3,92,14,4,2
280522,3,3,2,12408,71,19,10,4,2
280523,3,1,2,13292,39,0,1,4,2
280524,18,127,275,9658,25,117,3,5,2
280525,3,1075,2,13293,19,0,4,4,2
280526,9,148,4,12068,3,100,14,4,2
280527,3,53,2,13294,39,0,3,4,2
280528,3,242,2,13258,24,0,10,9,2
280529,558,462,1,13295,30,141,5,1,2
280530,362,1901,1187,6168,42,112,12,7,2
280531,3,21,2,8474,69,0,6,5,2
280532,6,73,4,10579,53,0,0,0,2
280533,3,1212,179,13296,32,0,3,5,2
280534,5,5,1,1,35,0,6,2,2
280535,5,1011,1,13297,46,0,14,2,2
280536,5,41,1,1,38,6,14,2,2
280537,40,1670,1,1,23,111,14,6,2
280538,3,1535,2,8082,11,81,3,4,2
280539,5,649,1342,1,25,0,10,9,2
280540,362,114,48,1,25,0,12,2,2
280541,1483,128,1060,3665,23,95,3,6,2
280542,3,135,2,13298,35,0,6,4,2
280543,5,82,1,11245,23,104,5,7,2
280544,3,0,2,11138,36,0,0,0,2
280545,3,0,2,13299,39,0,5,3,2
280546,5,2,188,8801,23,117,1,4,2
280547,31,18,5,13300,121,0,3,5,2
280548,3,39,2,13301,27,0,14,5,2
280549,9,32,4,13302,43,97,14,5,2
280550,22,5,14,1,77,97,3,1,2
280551,8,439,42,13303,53,101,1,5,2
280552,8,260,39,13304,31,90,1,4,2
280553,9,3,4,13305,89,20,14,6,2
280554,31,995,1,4282,21,100,1,6,2
280555,5,188,5,10214,22,0,3,5,2
280556,3,522,2,13306,28,0,6,6,2
280557,5,12,1,1,32,4,3,1,2
280558,3,1298,2,13307,67,0,4,8,2
280559,375,39,1408,4857,42,96,3,8,2
280560,3,39,2,13308,34,0,10,4,2
280561,3,21,2,8829,28,0,6,5,2
280562,3,5,2,2773,38,103,3,1,2
280563,607,21,1409,1,25,134,3,1,2
280564,3,5,2,2773,3,105,3,1,2
280565,3,23,2,2773,3,108,3,1,2
280566,5,1252,1,13309,73,6,1,1,2
280567,3,21,2,1194,23,146,10,9,2
280568,9,1902,1041,13310,72,96,10,4,2
280569,36,21,647,2250,25,112,3,2,2
280570,45,21,35,13311,71,0,5,2,2
280571,8,21,39,6266,11,0,10,7,2
280572,6,1903,4,13312,71,94,12,3,2
280573,5,4,0,8720,105,8,5,1,2
280574,5,67,1,4238,25,121,4,5,2
280575,5,0,1,12323,32,0,0,0,2
280576,5,23,34,9642,23,116,11,4,2
280577,12,73,8,13313,25,116,3,9,2
280578,9,5,1410,13314,32,93,5,9,2
280579,39,288,1,11595,4,118,1,4,2
280580,5,9,1,1,48,0,0,0,2
280581,8,32,39,4146,32,0,5,6,2
280582,1,18,1,13315,111,25,3,2,2
280583,3,325,2,13316,11,0,3,5,2
280584,284,23,55,12196,84,82,3,1,2
280585,1,21,1,13317,22,170,0,0,2
280586,3,32,2,13318,28,0,6,6,2
280587,3,1904,2,13319,39,0,4,7,2
280588,3,16,2,1,69,0,6,6,2
280589,1,9,1,1,24,0,6,4,2
280590,1095,21,1411,5296,23,145,14,5,2
280591,3,1905,2,13320,32,0,3,9,2
280592,3,21,2,13321,26,0,6,4,2
280593,994,349,1,3380,6,169,10,10,2
280594,3,5,2,2773,31,97,3,1,2
280595,5,414,1,13013,6,132,1,7,2
280596,8,21,39,8953,62,95,3,5,2
280597,362,321,18,5261,42,107,5,9,2
280598,31,39,399,12073,11,0,13,2,2
280599,1,35,1,1,48,0,6,1,2
280600,331,991,1,7586,23,96,12,4,2
280601,979,3,1064,13322,84,10,3,3,2
280602,9,92,4,12767,52,161,10,4,2
280603,160,128,54,7423,23,96,5,4,2
280604,1484,39,910,13323,61,103,0,0,2
280605,31,16,1,4282,9,107,1,9,2
280606,979,1906,1064,9271,40,10,14,1,2
280607,979,3,5,13322,29,0,14,2,2
280608,39,4,1,13048,38,9,14,2,2
280609,591,563,3,13324,78,87,14,4,2
280610,3,214,2,13325,52,57,10,2,2
280611,1,364,1,13326,25,0,10,4,2
280612,1485,16,179,1,29,0,10,2,2
280613,3,23,2,2773,53,101,10,1,2
280614,22,32,557,7715,25,84,5,1,2
280615,5,3,0,13327,25,7,10,9,2
280616,3,32,2,1808,11,108,3,2,2
280617,1486,948,1,1,25,15,10,9,2
280618,50,428,593,12016,23,137,5,2,2
280619,1487,843,1412,13328,25,108,14,2,2
