item_id,performer_ids,style,medium,music_douban_score,music_douban_votes,publish_time,type
209906,58313,3,1,9,5,38,1
209907,58314,2,7,0,0,51,1
209908,58315,11,1,5,5,36,1
209909,58316,2,7,9,0,13,1
209910,58317,2,7,9,0,30,1
209911,58318,11,1,5,8,30,1
209912,58319,2,1,9,0,16,1
209913,58320,6,7,1,0,20,1
209914,58321,2,1,9,0,31,1
209915,58322,5,7,0,0,65,1
209916,58323,3,1,9,1,36,1
209917,58324,0,7,5,7,8,1
209918,58325,2,7,9,5,1,1
209919,58326,0,1,0,5,30,1
209920,58327,0,7,9,7,30,1
209921,58328,2,7,9,4,14,1
209922,58329,6,7,0,7,65,1
209923,58330,2,7,1,4,8,1
209924,58331,5,1,0,5,30,1
209925,58332,2,7,1,4,54,1
209926,58333,0,7,0,0,42,1
209927,58334,2,7,0,3,55,1
209928,8324,2,7,10,4,65,1
209929,58335,9,7,3,3,1,1
209930,58336,2,1,5,0,31,1
209931,58337,2,7,9,8,54,1
209932,58338,1,1,1,0,0,1
209933,58339,11,1,9,8,14,1
209934,58340,2,1,1,0,36,1
209935,58341,2,7,1,0,8,1
209936,58342,6,1,5,5,13,1
209937,58343,2,7,0,3,0,1
209938,58344,3,1,3,8,54,1
209939,58345,6,1,9,0,0,1
209940,58346,2,7,2,2,30,1
209941,58347,6,1,0,5,0,1
209942,58348,5,7,0,3,31,1
209943,58349,0,1,9,5,36,1
209944,58350,8,7,1,0,36,1
209945,58351,1,7,9,0,1,1
209946,58352,10,7,5,0,36,1
209947,58353,3,7,1,8,54,1
209948,58354,10,7,9,10,54,1
209949,58355,2,7,1,4,20,1
209950,58356,10,1,1,1,54,1
209951,58357,3,1,5,8,20,1
209952,58358,2,1,5,3,30,1
209953,58359,2,7,0,4,36,1
209954,58360,5,1,0,5,19,1
209955,58361,2,1,9,7,36,1
209956,58362,5,7,3,4,8,1
209957,58363,10,1,9,8,14,1
209958,58364,3,1,1,7,1,1
209959,58365,2,7,9,0,13,1
209960,58366,10,1,1,5,38,1
209961,58367,5,1,0,5,38,1
209962,58368,6,1,5,5,13,1
209963,58369,10,95,0,8,22,1
209964,58370,2,7,5,3,54,1
209965,58371,0,1,0,8,54,1
209966,58372,10,1,1,7,36,1
209967,58373,6,1,0,0,14,1
209968,58374,0,1,5,7,39,1
209969,58375,6,1,5,8,20,1
209970,58376,2,83,3,4,16,1
209971,58377,5,7,5,0,38,1
209972,58378,10,7,1,1,1,1
209973,58379,2,7,0,5,1,1
209974,58380,0,1,9,5,20,1
209975,58381,2,7,3,6,51,1
209976,58382,3,100,9,1,16,1
209977,58383,2,1,9,5,20,1
209978,58384,0,1,9,5,30,1
209979,58385,2,7,1,4,0,1
209980,58386,0,7,1,0,14,1
209981,58387,2,1,1,5,54,1
209982,58388,2,1,1,0,16,1
209983,58389,1,1,0,8,13,1
209984,58390,2,1,0,5,14,1
209985,58391,2,7,0,5,0,1
209986,58392,2,1,9,5,0,1
209987,58393,2,7,10,4,16,1
209988,58394,6,7,0,3,38,1
209989,58395,2,1,0,0,36,1
209990,58396,10,1,3,0,36,1
209991,58397,2,1,3,5,14,1
209992,58398,1,7,1,5,13,1
209993,58399,6,4,9,0,83,1
209994,58400,9,7,0,4,44,1
209995,58401,1,7,1,5,0,1
209996,58402,2,2,2,2,65,1
209997,58403,2,7,9,0,1,1
209998,58404,10,7,9,8,65,1
209999,58405,2,1,0,5,0,1
210000,58406,2,7,3,3,21,1
210001,58407,2,7,9,3,54,1
210002,58408,3,1,3,5,1,1
210003,58409,0,1,1,7,54,1
210004,58410,10,7,9,1,14,1
210005,58411,6,1,9,0,54,1
210006,58412,11,1,9,7,0,1
210007,58413,3,1,9,8,0,1
210008,58414,5,7,5,0,0,1
210009,58415,2,7,1,0,18,1
210010,58416,6,7,5,0,51,1
210011,58417,1,1,9,5,14,1
210012,58418,2,1,1,5,36,1
210013,58419,3,1,1,7,0,1
210014,58420,0,7,0,8,54,1
210015,58421,3,7,3,5,54,1
210016,58422,2,7,9,3,14,1
210017,58423,2,7,1,4,31,1
210018,58424,2,1,0,3,54,1
210019,58425,0,7,9,5,35,1
210020,58426,0,1,9,3,38,1
210021,58427,7,7,1,0,1,1
210022,58428,2,83,1,5,1,1
210023,58429,2,7,1,3,36,1
210024,58430,2,1,3,7,54,1
210025,58431,9,1,0,8,36,1
210026,58432,2,14,1,3,14,1
210027,58433,6,1,9,0,38,1
210028,58434,2,7,5,3,51,1
210029,58435,2,7,0,8,14,1
210030,58436,3,1,9,5,1,1
210031,58437,2,7,1,5,54,1
210032,58438,3,1,0,7,14,1
210033,58439,9,1,0,1,54,1
210034,58440,2,1,9,5,36,1
210035,58441,2,7,1,0,36,1
210036,58442,2,1,0,3,30,1
210037,58443,2,7,1,8,54,1
210038,58444,2,7,3,3,0,1
210039,58445,2,7,9,3,29,1
210040,58446,3,1,5,5,16,1
210041,58447,0,7,9,5,29,1
210042,58448,5,321,5,4,18,1
210043,58449,2,7,3,4,30,1
210044,58450,2,7,2,2,36,1
210045,58451,2,7,0,3,13,1
210046,58452,2,1,9,0,16,1
210047,58453,2,7,5,7,36,1
210048,58454,0,1,0,7,14,1
210049,58455,2,1,0,8,29,1
210050,58456,2,1,3,5,31,1
210051,58457,0,7,0,7,36,1
210052,58458,2,1,5,0,32,1
210053,58459,2,1,0,8,30,1
210054,58460,2,1,9,3,0,1
210055,58461,2,1,9,0,0,1
210056,58462,0,1,9,5,36,1
210057,58463,3,1,5,5,14,1
210058,58464,2,7,9,3,30,1
210059,58465,8,7,9,0,49,1
210060,58466,8,1,0,5,1,1
210061,58467,6,7,9,0,54,1
210062,58468,2,7,2,2,36,1
210063,58469,5,7,0,5,0,1
210064,58470,0,7,0,3,31,1
210065,58471,2,7,9,0,1,1
210066,58472,8,7,5,5,36,1
210067,58473,3,1,3,3,36,1
210068,58474,2,1,9,0,13,1
210069,58475,2,7,3,3,14,1
210070,58476,6,4,9,5,22,1
210071,58477,2,7,3,4,36,1
210072,58478,2,7,3,3,30,1
210073,58479,0,7,1,3,30,1
210074,58480,2,7,9,3,36,1
210075,58481,6,4,1,0,22,1
210076,58482,6,7,9,3,0,1
210077,58483,3,7,9,4,14,1
210078,58484,3,1,1,7,1,1
210079,58485,2,1,5,5,29,1
210080,58486,2,7,0,0,36,1
210081,58487,6,1,5,5,36,1
210082,58488,0,1,4,8,14,1
210083,58489,2,1,9,5,54,1
210084,58490,5,7,9,4,0,1
210085,58491,2,7,5,0,1,1
210086,58492,2,1,1,0,1,1
210087,58493,2,7,1,5,12,1
210088,58494,2,7,9,0,54,1
210089,58495,0,1,0,8,14,1
210090,58496,2,7,1,3,29,1
210091,58497,2,7,3,0,0,1
210092,58498,8,1,0,5,36,1
210093,58499,3,7,9,0,54,1
210094,58500,0,1,9,0,14,1
210095,58501,2,1,3,5,14,1
210096,58502,0,1,1,5,38,1
210097,58503,2,1,1,5,14,1
210098,58504,2,7,9,0,36,1
210099,58505,2,7,9,0,8,1
210100,58506,2,7,1,0,44,1
210101,58507,2,7,9,3,29,1
210102,58508,0,1,0,5,36,1
210103,58509,11,1,9,5,36,1
210104,58510,2,7,5,5,0,1
210105,58511,1,1,3,0,0,1
210106,58512,7,1,5,5,29,1
210107,58513,2,1,1,5,0,1
210108,58514,2,1,5,5,0,1
210109,58515,9,7,5,7,8,1
210110,58516,2,1,0,5,0,1
210111,8324,2,7,4,0,30,1
210112,58517,2,1,0,5,54,1
210113,58518,12,7,5,8,13,1
210114,58519,6,1,5,5,38,1
210115,58520,9,7,0,0,30,1
210116,58521,8,1,5,1,40,1
210117,58522,0,1,3,5,40,1
210118,58523,5,7,5,3,44,1
210119,58524,8,7,0,8,30,1
210120,58525,2,7,9,5,13,1
210121,58526,2,7,0,3,44,1
210122,58527,3,7,9,0,51,1
210123,58528,0,1,4,7,36,1
210124,58529,0,7,1,0,36,1
210125,58530,3,7,0,1,0,1
210126,58531,3,1,0,8,54,1
210127,58532,8,1,0,8,1,1
210128,58533,2,1,0,5,14,1
210129,58534,2,1,1,8,36,1
210130,58535,5,7,5,3,16,1
210131,58536,9,1,9,5,1,1
210132,58537,2,7,5,3,38,1
210133,58538,5,1,9,3,24,1
210134,58539,1,1,9,5,0,1
210135,58540,2,7,5,4,0,1
210136,58541,0,1,9,5,30,1
210137,58542,0,7,0,5,13,1
210138,58543,3,1,0,5,29,1
210139,58544,2,1,9,0,14,1
210140,58545,2,1,5,8,54,1
210141,58546,2,7,1,4,38,1
210142,58547,2,7,0,0,54,1
210143,58548,3,1,5,7,54,1
210144,58549,2,1,9,0,0,1
210145,58550,2,7,0,3,13,1
210146,58551,6,4,9,0,70,1
210147,58552,3,7,9,8,36,1
210148,58553,2,1,5,5,20,1
210149,58554,9,7,1,0,36,1
210150,58555,0,7,5,8,36,1
210151,58556,1,7,9,5,20,1
210152,58557,2,7,1,8,36,1
210153,58558,2,14,5,5,36,1
210154,58559,2,7,5,5,32,1
210155,58560,0,7,3,8,30,1
210156,58561,0,7,0,8,22,1
210157,58562,5,1,9,0,20,1
210158,58563,6,7,9,3,29,1
210159,58564,2,7,9,3,14,1
210160,58565,2,7,0,0,1,1
210161,58566,2,7,3,0,0,1
210162,58567,1,7,9,7,54,1
210163,58568,0,7,1,0,66,1
210164,58569,2,7,0,0,1,1
210165,58570,2,7,4,0,30,1
210166,58571,0,1,1,8,7,1
210167,8324,2,7,5,4,17,1
210168,58572,2,7,9,3,16,1
210169,58573,2,7,0,5,0,1
210170,58574,2,7,9,0,0,1
210171,58575,2,7,9,3,14,1
210172,58576,3,7,1,8,54,1
210173,58577,2,1,5,8,54,1
210174,58578,2,7,1,0,37,1
210175,58579,7,1,0,5,0,1
210176,58580,0,7,9,0,34,1
210177,58581,0,7,0,5,38,1
210178,58582,2,1,1,0,54,1
210179,58583,2,1,9,5,1,1
210180,58584,2,7,9,7,54,1
210181,58585,5,1,9,0,36,1
210182,58586,10,7,9,8,36,1
210183,58587,3,1,9,0,36,1
210184,58588,1,7,0,5,30,1
210185,58589,5,1,5,7,1,1
210186,58590,10,7,9,5,0,1
210187,58591,2,1,9,0,36,1
210188,58592,3,1,0,5,54,1
210189,58593,2,7,0,8,14,1
210190,58594,8,1,0,8,36,1
210191,58595,2,1,0,8,54,1
210192,58596,2,7,9,3,36,1
210193,58597,0,7,0,1,12,1
210194,58598,3,1,0,7,71,1
210195,58599,2,412,0,3,65,1
210196,58600,12,1,0,5,14,1
210197,58601,12,7,0,5,1,1
210198,58602,3,14,5,1,14,1
210199,58603,5,1,5,0,51,1
210200,58604,3,7,0,7,1,1
210201,58605,5,1,5,5,55,1
210202,58606,2,7,5,0,65,1
210203,58607,2,7,0,8,1,1
210204,58608,2,7,5,0,32,1
210205,58609,2,1,9,0,13,1
210206,58610,3,7,0,5,36,1
210207,58611,0,1,3,8,16,1
210208,58612,2,7,0,7,30,1
210209,58613,2,1,9,5,0,1
210210,58614,0,7,9,8,29,1
210211,58615,0,1,0,5,36,1
210212,58616,2,7,9,0,36,1
210213,58617,3,1,9,5,30,1
210214,58618,3,1,9,8,20,1
210215,58619,2,7,0,0,13,1
210216,58620,2,1,0,5,30,1
210217,58621,0,7,0,8,52,1
210218,58622,3,1,0,7,32,1
210219,58623,10,7,1,8,54,1
210220,58624,5,7,5,5,17,1
210221,58625,2,7,5,0,0,1
210222,58626,3,1,0,8,0,1
210223,58627,10,1,5,7,8,1
210224,58628,2,7,9,5,29,1
210225,58629,2,7,9,4,16,1
210226,58630,3,1,1,5,54,1
210227,58631,2,7,0,3,44,1
210228,58632,11,1,9,5,16,1
210229,58633,0,1,5,8,36,1
210230,58634,6,7,0,8,31,1
210231,58635,6,1,0,5,16,1
210232,58636,3,7,9,8,36,1
210233,58637,3,1,1,7,54,1
210234,58638,3,2,0,8,20,1
210235,58639,10,7,1,0,14,1
210236,58640,0,1,3,5,36,1
210237,58641,8,1,0,8,16,1
210238,58642,5,7,5,3,20,1
210239,58643,10,1,3,0,54,1
210240,58644,2,7,0,3,31,1
210241,58645,8,1,9,5,52,1
210242,58646,5,7,0,0,20,1
210243,58647,2,1,9,0,31,1
210244,58648,5,7,1,3,31,1
210245,58649,8,1,0,1,14,1
210246,58650,2,1,5,8,13,1
210247,58651,10,214,5,5,36,1
210248,58652,0,1,0,7,54,1
210249,58653,5,7,1,3,30,1
210250,58654,2,7,9,0,36,1
210251,58655,2,7,5,0,0,1
210252,58656,0,1,9,0,30,1
210253,58657,2,7,5,3,38,1
210254,58658,2,7,5,8,32,1
210255,58659,1,7,0,0,14,1
210256,8324,2,7,5,3,29,1
210257,58660,2,7,9,5,14,1
210258,58661,2,7,10,4,30,1
210259,58662,0,1,9,0,38,1
210260,58663,3,1,0,8,8,1
210261,58664,9,7,0,7,65,1
210262,58665,2,7,0,0,14,1
210263,58666,0,7,0,0,22,1
210264,58667,12,1,0,8,20,1
210265,58668,10,1,0,1,19,1
210266,58669,3,1,1,8,13,1
210267,58670,2,1,0,5,0,1
210268,58671,3,1,9,8,19,1
210269,58672,14,1,0,8,30,1
210270,58673,2,1,1,4,30,1
210271,58674,9,7,1,0,32,1
210272,58675,14,7,0,5,39,1
210273,58676,3,1,1,5,54,1
210274,58677,6,1,0,5,51,1
210275,58678,3,7,9,5,1,1
210276,58679,5,7,0,3,18,1
210277,58680,2,1,9,0,36,1
210278,58681,5,1,5,8,11,1
210279,58682,4,7,1,0,13,1
210280,58683,2,1,9,5,0,1
210281,58684,10,7,5,0,0,1
210282,58685,6,7,0,4,20,1
210283,58686,2,7,1,3,0,1
210284,58687,3,1,0,0,16,1
210285,58688,6,7,0,0,20,1
210286,58689,2,1,9,0,38,1
210287,58690,2,7,0,5,20,1
210288,58691,8,7,5,5,20,1
210289,58692,1,1,9,8,30,1
210290,58693,3,1,9,5,13,1
210291,58694,2,1,1,0,14,1
210292,58695,0,7,0,8,30,1
210293,58696,2,1,9,5,1,1
210294,58697,2,83,9,8,1,1
210295,58698,3,1,5,3,30,1
210296,58699,3,1,0,5,36,1
210297,58700,3,1,0,7,36,1
210298,58701,8,7,0,3,14,1
210299,58702,0,1,9,5,19,1
210300,58703,2,7,0,5,32,1
210301,58704,5,7,5,8,19,1
210302,58705,5,1,5,5,31,1
210303,58706,10,2,0,7,52,1
210304,58707,2,7,1,4,16,1
210305,58708,6,7,1,3,29,1
210306,58709,2,1,0,5,32,1
210307,58710,3,7,9,3,8,1
210308,58711,11,7,5,3,0,1
210309,58712,0,7,9,5,38,1
210310,58713,6,1,0,5,20,1
210311,58714,2,7,0,3,16,1
210312,58715,2,7,9,4,36,1
210313,58716,2,1,0,5,0,1
210314,8324,8,7,0,0,14,1
210315,58717,5,7,5,5,56,1
210316,58718,2,1,9,0,20,1
210317,58719,0,7,0,7,38,1
210318,58720,7,7,0,5,36,1
210319,58721,2,7,9,3,0,1
210320,58722,2,7,3,0,36,1
210321,58723,0,7,9,5,30,1
210322,58724,0,7,9,8,20,1
210323,58725,0,4,0,0,57,1
210324,58726,0,4,5,8,52,1
210325,58727,0,4,9,5,26,1
210326,58728,0,7,5,1,14,1
210327,58729,2,7,9,0,31,1
210328,58730,0,1,9,0,0,1
210329,58731,3,1,9,7,20,1
210330,58732,2,7,0,5,16,1
210331,58733,2,7,9,3,36,1
210332,58734,2,7,0,3,13,1
210333,58735,2,7,0,3,51,1
210334,58736,2,7,1,0,0,1
210335,58737,3,1,1,5,38,1
210336,58738,1,7,1,0,30,1
210337,58739,8,1,0,5,0,1
210338,58740,2,206,3,4,1,1
210339,58741,2,7,4,3,0,1
210340,58742,3,1,9,7,52,1
210341,58743,0,1,5,8,38,1
210342,58744,2,7,0,5,8,1
210343,58745,7,1,0,5,13,1
210344,58746,10,1,0,8,54,1
210345,58747,5,1,5,8,0,1
210346,58748,8,1,5,5,36,1
210347,58749,3,1,9,8,51,1
210348,58750,0,7,3,3,8,1
210349,58751,2,1,0,5,36,1
210350,58752,5,7,0,0,52,1
210351,58753,0,7,9,0,30,1
210352,58754,2,7,4,3,0,1
210353,58755,10,1,0,7,13,1
210354,58756,0,1,1,0,0,1
210355,58757,8,1,5,8,13,1
210356,58758,6,1,9,0,36,1
210357,58759,2,7,1,0,13,1
210358,58760,3,1,0,8,8,1
210359,58761,2,1,9,8,44,1
210360,58762,3,1,0,8,51,1
210361,58763,0,1,9,5,40,1
210362,58764,2,1,0,8,38,1
210363,58765,2,7,0,0,36,1
210364,58766,8,7,9,0,1,1
210365,58767,2,7,1,0,30,1
210366,8324,2,7,1,3,30,1
210367,58768,5,7,0,0,13,1
210368,58769,3,1,0,1,1,1
210369,58770,2,1,9,3,54,1
210370,58771,1,7,9,5,1,1
210371,58772,1,1,9,5,44,1
210372,58773,3,1,9,7,44,1
210373,58774,0,4,0,5,14,1
210374,58775,0,7,3,3,15,1
210375,58776,2,7,9,3,14,1
210376,58777,10,7,1,0,38,1
210377,58778,0,4,9,8,41,1
210378,58779,3,7,1,5,19,1
210379,58780,2,7,9,5,35,1
210380,58781,2,7,4,0,32,1
210381,58782,0,1,1,5,29,1
210382,58783,2,7,5,0,14,1
210383,58784,2,7,0,5,16,1
210384,58785,0,7,1,5,40,1
210385,58786,3,1,0,8,0,1
210386,58787,2,7,9,5,29,1
210387,58788,7,7,1,0,13,1
210388,58789,1,1,0,0,0,1
210389,58790,2,7,9,0,65,1
210390,58791,0,7,0,8,16,1
210391,58792,7,7,3,3,13,1
210392,58793,2,7,1,5,14,1
210393,58794,3,1,4,11,54,1
210394,58795,2,1,9,5,38,1
210395,58796,2,1,1,5,54,1
210396,58797,2,7,9,0,20,1
210397,58798,10,7,5,7,1,1
210398,58799,6,1,9,3,1,1
210399,58800,2,7,7,4,36,1
210400,58801,2,1,1,5,16,1
210401,58802,2,7,5,5,14,1
210402,58803,2,1,3,0,0,1
210403,58804,2,7,1,3,16,1
210404,58805,11,7,3,3,18,1
210405,58806,0,1,1,7,0,1
210406,58807,12,7,0,8,35,1
210407,58808,0,7,9,4,44,1
210408,58809,2,7,3,5,14,1
210409,58810,2,7,1,3,14,1
210410,58811,2,7,0,5,0,1
210411,58812,2,7,9,8,54,1
210412,58813,0,1,9,5,31,1
210413,58814,2,7,9,3,38,1
210414,58815,0,7,0,8,31,1
210415,58816,1,83,3,5,0,1
210416,58817,2,7,0,0,1,1
210417,58818,8,1,5,7,1,1
210418,58819,0,7,3,5,13,1
210419,58820,2,7,1,5,36,1
210420,58821,5,1,9,5,29,1
210421,58822,3,1,0,8,29,1
210422,58823,5,1,5,5,14,1
210423,58824,2,7,0,8,1,1
210424,58825,2,7,9,4,13,1
210425,58826,2,1,0,5,1,1
210426,58827,2,7,5,7,1,1
210427,58828,2,7,0,8,36,1
210428,58829,0,1,0,0,0,1
210429,58830,0,1,1,7,54,1
210430,58831,8,1,9,0,30,1
210431,58832,3,1,5,8,36,1
210432,58833,8,7,5,8,67,1
210433,58834,2,7,9,3,0,1
210434,58835,1,1,0,5,51,1
210435,58836,2,7,1,0,29,1
210436,58837,2,7,0,4,16,1
210437,58838,0,7,9,5,32,1
210438,58839,12,1,0,8,0,1
210439,58840,5,1,0,0,16,1
210440,58841,3,1,0,8,0,1
210441,58842,2,7,0,8,0,1
210442,58843,0,7,9,1,14,1
210443,58844,0,7,1,0,52,1
210444,58845,2,7,5,3,52,1
210445,58846,0,7,5,8,18,1
210446,58847,2,7,5,8,65,1
210447,58848,6,4,5,0,12,1
210448,58849,3,1,3,8,36,1
210449,58850,0,1,3,0,31,1
210450,58851,3,1,1,5,8,1
210451,58852,0,1,0,8,36,1
210452,58853,0,7,5,5,54,1
210453,58854,10,7,5,8,38,1
210454,58855,2,206,5,8,0,1
210455,58856,2,7,9,5,1,1
210456,58857,1,7,3,0,32,1
210457,58858,2,1,9,3,13,1
210458,58859,2,1,5,5,38,1
210459,58860,5,7,5,3,8,1
210460,58861,1,7,1,8,0,1
210461,58862,2,7,9,4,31,1
210462,58863,3,1,1,7,14,1
210463,58864,8,1,5,8,36,1
210464,58865,2,7,3,4,1,1
210465,58866,2,7,9,0,36,1
210466,58867,3,7,0,7,1,1
210467,58868,2,1,1,5,44,1
210468,58869,2,7,9,0,14,1
210469,58870,0,7,0,8,0,1
210470,58871,3,1,9,0,36,1
210471,58872,0,7,0,8,52,1
210472,58873,2,7,2,2,30,1
210473,58874,2,7,9,0,16,1
210474,58875,0,7,3,7,0,1
210475,58876,2,1,9,0,29,1
210476,58877,3,1,3,6,3,1
210477,58878,3,11,3,4,3,1
210478,58879,12,2,2,2,27,1
210479,58880,10,7,5,5,13,1
210480,58881,2,1,9,0,54,1
210481,58882,2,14,5,0,65,1
210482,58883,2,1,1,5,36,1
210483,58884,3,1,3,3,44,1
210484,58885,5,1,0,8,31,1
210485,58886,2,2,3,3,65,1
210486,58887,1,1,1,5,14,1
210487,58888,2,7,1,4,30,1
210488,58889,2,7,0,0,29,1
210489,58890,8,1,5,1,0,1
210490,58891,9,7,0,8,30,1
210491,58892,12,1,9,0,32,1
210492,58893,6,4,1,0,57,1
210493,58894,2,7,9,4,38,1
210494,58895,2,7,9,4,29,1
210495,58896,11,7,9,0,54,1
210496,58897,2,7,1,3,13,1
210497,58898,0,1,1,5,8,1
210498,58899,2,7,5,0,0,1
210499,58900,2,7,3,3,36,1
210500,58901,2,7,9,4,36,1
210501,58902,6,1,9,5,54,1
210502,58903,2,7,0,4,65,1
210503,58904,3,1,5,8,19,1
210504,58905,2,7,0,3,32,1
210505,58906,3,1,0,8,65,1
210506,58907,2,7,1,3,44,1
210507,58908,6,4,9,0,48,1
210508,58909,2,1,0,5,32,1
210509,58910,5,1,5,0,38,1
210510,58911,4,11,0,7,54,1
210511,58912,6,1,9,8,30,1
210512,58913,5,1,0,5,14,1
210513,58914,0,7,0,5,41,1
210514,58915,0,1,4,5,32,1
210515,58916,2,7,5,0,16,1
210516,58917,3,7,0,7,16,1
210517,58918,3,7,9,0,20,1
210518,58919,2,7,5,0,39,1
210519,58920,2,7,5,0,16,1
210520,58921,2,1,5,8,16,1
210521,58922,2,1,0,5,67,1
210522,8324,2,7,0,3,16,1
210523,58923,3,1,9,0,32,1
210524,58924,2,1,5,5,29,1
210525,58925,2,7,3,3,16,1
210526,58926,2,1,4,0,54,1
210527,58927,8,7,0,8,30,1
210528,58928,3,4,0,5,35,1
210529,58929,8,1,5,7,16,1
210530,58930,0,7,0,8,13,1
210531,58931,0,1,0,5,20,1
210532,58932,10,1,0,8,16,1
210533,58933,2,1,9,5,52,1
210534,58934,0,7,9,1,54,1
210535,58935,3,1,5,5,13,1
210536,58936,0,1,5,5,16,1
210537,58937,2,7,1,5,0,1
210538,58938,0,1,0,3,1,1
210539,58939,6,7,5,0,31,1
210540,58940,6,1,0,5,16,1
210541,58941,2,7,5,7,54,1
210542,58942,0,7,4,0,40,1
210543,58943,3,7,9,3,20,1
210544,58944,2,7,1,3,29,1
210545,58945,8,1,5,8,20,1
210546,58946,6,7,0,0,0,1
210547,58947,2,7,0,0,38,1
210548,58948,2,1,0,5,54,1
210549,58949,2,7,1,8,36,1
210550,58950,2,7,5,3,16,1
210551,58951,2,1,0,8,0,1
210552,58952,3,7,0,0,38,1
210553,58953,2,1,0,5,54,1
210554,58954,11,7,9,5,0,1
210555,58955,0,4,0,8,68,1
210556,58956,2,7,5,0,38,1
210557,58957,2,7,3,3,16,1
210558,58958,2,1,0,7,14,1
210559,58959,2,7,1,4,38,1
210560,58960,5,1,5,0,36,1
210561,58961,12,1,0,8,31,1
210562,58962,2,7,9,4,16,1
210563,58963,2,1,9,5,52,1
210564,58964,2,7,9,8,65,1
210565,58965,3,1,3,8,14,1
210566,58966,2,7,9,3,1,1
210567,58967,2,7,9,5,54,1
210568,58968,3,7,9,0,35,1
210569,58969,1,7,1,0,54,1
210570,58970,2,7,9,0,32,1
210571,58971,6,1,0,3,8,1
210572,58972,2,7,9,5,16,1
210573,58973,2,1,5,3,36,1
210574,58974,3,1,0,8,16,1
210575,58975,0,95,1,0,38,1
210576,58976,8,7,5,5,31,1
210577,58977,2,7,5,3,14,1
210578,58978,0,7,7,4,0,1
210579,58979,0,7,1,5,14,1
210580,58980,2,1,1,0,30,1
210581,58981,2,7,5,6,31,1
210582,58982,2,7,4,4,36,1
210583,58983,2,7,9,4,1,1
210584,58984,3,1,9,5,36,1
210585,58985,2,7,9,0,29,1
210586,58986,2,1,9,0,36,1
210587,58987,2,1,3,0,29,1
210588,58988,2,7,9,3,36,1
210589,58989,3,7,9,5,1,1
210590,58990,2,1,9,5,21,1
210591,58991,0,1,9,5,44,1
210592,58992,0,1,3,5,14,1
210593,58993,2,7,7,5,36,1
210594,58994,2,1,9,8,8,1
210595,58995,2,7,9,0,14,1
210596,58996,2,7,1,3,29,1
210597,58997,2,7,0,3,0,1
210598,58998,2,14,10,4,16,1
210599,58999,3,1,9,7,38,1
210600,59000,2,7,5,0,30,1
210601,59001,5,1,5,8,20,1
210602,59002,2,1,0,8,36,1
210603,59003,6,1,0,5,0,1
210604,59004,0,1,9,0,1,1
210605,59005,9,7,3,5,54,1
210606,59006,6,1,0,5,16,1
210607,59007,2,7,0,5,0,1
210608,59008,0,1,0,5,7,1
210609,59009,2,95,2,2,13,1
210610,59010,3,1,1,1,54,1
210611,59011,5,1,5,5,32,1
210612,59012,2,7,1,0,32,1
210613,59013,3,4,9,5,38,1
210614,59014,0,7,9,5,54,1
210615,59015,0,7,4,3,13,1
210616,59016,2,7,2,2,0,1
210617,59017,2,7,9,4,8,1
210618,59018,0,7,9,8,54,1
210619,59019,5,7,5,0,31,1
210620,59020,2,7,9,3,16,1
210621,59021,2,1,1,5,31,1
210622,59022,2,7,9,0,30,1
210623,59023,2,7,0,0,36,1
210624,59024,2,7,9,8,14,1
210625,59025,0,1,9,5,51,1
210626,59026,0,1,3,5,31,1
210627,59027,2,7,3,3,16,1
210628,59028,8,7,3,0,44,1
210629,59029,3,7,9,0,54,1
210630,59030,0,1,0,5,36,1
210631,59031,2,7,0,5,1,1
210632,59032,5,1,0,5,38,1
210633,59033,2,7,0,4,36,1
210634,59034,3,1,9,5,14,1
210635,59035,2,1,1,5,0,1
210636,59036,12,7,9,3,29,1
210637,59037,2,7,1,5,54,1
210638,59038,2,7,1,8,54,1
210639,59039,2,7,1,8,16,1
210640,59040,2,7,9,8,1,1
210641,59041,2,1,0,5,1,1
210642,59042,0,1,9,8,18,1
210643,59043,2,7,3,0,0,1
210644,59044,2,1,5,4,39,1
210645,59045,5,1,5,5,14,1
210646,59046,7,1,1,0,16,1
210647,59047,2,7,9,3,36,1
210648,59048,8,7,3,3,36,1
210649,59049,2,7,9,0,36,1
210650,59050,2,7,1,8,29,1
210651,59051,3,7,0,5,0,1
210652,59052,0,7,5,8,32,1
210653,59053,7,7,9,0,8,1
210654,59054,11,1,0,7,1,1
210655,59055,2,7,9,4,0,1
210656,59056,3,1,3,1,17,1
210657,59057,0,7,3,0,0,1
210658,59058,2,7,9,0,54,1
210659,59059,2,7,0,3,52,1
210660,59060,3,1,1,5,56,1
210661,59061,2,7,1,4,13,1
210662,59062,2,1,9,8,31,1
210663,59063,10,7,1,5,54,1
210664,59064,8,1,3,3,20,1
210665,59065,3,7,9,5,30,1
210666,59066,2,7,9,0,0,1
210667,59067,5,1,0,0,44,1
210668,59068,2,7,9,8,36,1
210669,59069,6,7,9,6,36,1
210670,59070,14,1,0,5,30,1
210671,59071,8,7,9,3,36,1
210672,59072,2,7,5,4,30,1
210673,59073,5,7,5,0,31,1
210674,59074,2,7,0,3,36,1
210675,59075,2,1,1,5,38,1
210676,59076,2,1,0,3,65,1
210677,59077,2,7,2,2,14,1
210678,59078,3,1,9,8,42,1
210679,59079,0,7,1,8,0,1
210680,59080,3,1,9,8,32,1
